OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,CouncilDistrictCode,Neighborhood,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus
27680,5036300165,2019,Multifamily LR (1-4),MAGNOLIA VISTA,7,MAGNOLIA / QUEEN ANNE,1968,3711 27TH PL W,SEATTLE,WA,98199,47.65332,-122.39163,Multifamily Housing,,Multifamily LR (1-4),3.7,93,,20.1,20.3,609400,602034,56.2,56.9,,0.1,,0,0,602033,176446,0,,30000,30000,0,,4,Multifamily Housing,30000,,,,,,No Issue,Compliant
27681,5036300260,2019,Multifamily LR (1-4),MAGNOLIA CRESTVIEW APTS,7,MAGNOLIA / QUEEN ANNE,1968,2701 W MANOR PL,SEATTLE,WA,98199,47.65273,-122.39162,Multifamily Housing,,Multifamily LR (1-4),4.1,75,,25.6,25.9,672645,664954,71.7,72.6,,0.2,,0,0,664954,194887,0,,25959,25959,0,,4,Multifamily Housing,25959,,,,,,No Issue,Compliant
27682,5036300270,2019,Multifamily LR (1-4),MAGNOLIA CREST APT,7,MAGNOLIA / QUEEN ANNE,1968,2727 W MANOR PL,SEATTLE,WA,98199,47.65245,-122.39186,,,,0,,,,,,,,,,0,,0,0,0,0,0,,25326,25326,0,,4,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant
27683,5036300290,2019,Multifamily LR (1-4),MAGNOLIAN APTS,7,MAGNOLIA / QUEEN ANNE,1967,3520 28TH AVE W,SEATTLE,WA,98199,47.65211,-122.39234,,,,0,,,,,,,,,,0,,0,0,0,0,0,,37086,37086,0,,4,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant
27684,5036300350,2019,Multifamily LR (1-4),"MAGGIE, THE",7,MAGNOLIA / QUEEN ANNE,1969,3539 27TH PL W,SEATTLE,WA,98199,47.65249,-122.39099,Multifamily Housing,,Multifamily LR (1-4),8.4,79,,24.2,24.5,1372014,1355504,67.6,68.5,,0.1,,0,0,1355503,397275,0,,56104,56104,0,,4,Multifamily Housing,56104,Parking,2816,,,,No Issue,Compliant
27685,5036300461,2019,Multifamily LR (1-4),CASA LADARO APTS BLDG #1,7,MAGNOLIA / QUEEN ANNE,1968,3535 27TH PL W,SEATTLE,WA,98199,47.65203,-122.39014,Multifamily Housing,,Multifamily LR (1-4),8,49,,30.9,31.3,1323635,1304760,86.5,87.7,,0.4,,0,0,1304760,382403,0,,23705,22146,1559,,4,Multifamily Housing,42251,Parking,3381,,,,No Issue,Compliant
27687,5036300600,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG E),7,MAGNOLIA / QUEEN ANNE,1970,3501 26TH PL W,SEATTLE,WA,98199,47.65201,-122.3891,Multifamily Housing,,Multifamily MR (5-9),4.5,84,,25.7,26,732015,724920,72,72.7,,0.2,,0,0,724920,212462,0,,28185,28185,0,,5,Multifamily Housing,28185,,,,,,No Issue,Compliant
27688,5036300605,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG C),7,MAGNOLIA / QUEEN ANNE,1970,3520 27TH PL W,SEATTLE,WA,98199,47.65295,-122.39078,Multifamily Housing,,Multifamily MR (5-9),5.2,86,,21.2,21.4,854600,845045,59.3,60,,0.1,,0,0,845045,247669,0,,39900,39900,0,,5,Multifamily Housing,39900,,,,,,No Issue,Compliant
27689,5036300620,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG A),7,MAGNOLIA / QUEEN ANNE,1968,3520 27TH PL W,SEATTLE,WA,98199,47.65295,-122.39078,Multifamily Housing,,Multifamily MR (5-9),7.5,64,,30.1,30.4,1233543,1221147,84.3,85.2,,0.2,,0,0,1221147,357898,0,,40560,40560,0,,5,Multifamily Housing,40560,,,,,,No Issue,Compliant
27690,5036300640,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG B),7,MAGNOLIA / QUEEN ANNE,1968,2601 W MANOR PL,SEATTLE,WA,98199,47.6531,-122.39027,Multifamily Housing,,Multifamily MR (5-9),7.4,74,,27,27.3,1217731,1206219,75.6,76.3,,0.2,,0,0,1206219,353523,0,,44687,44687,0,,5,Multifamily Housing,44687,,,,,,No Issue,Compliant
27691,5036300675,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG G),7,MAGNOLIA / QUEEN ANNE,1973,3401 25TH AVE W,SEATTLE,WA,98199,47.65068,-122.38877,Multifamily Housing,,Multifamily MR (5-9),4.3,87,,21.4,21.7,703458,695334,60,60.7,,0.1,,0,0,695335,203791,0,,32441,32441,0,,5,Multifamily Housing,32441,,,,,,No Issue,Compliant
27692,5036300680,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG H),7,MAGNOLIA / QUEEN ANNE,1973,3425 25TH AVE W,SEATTLE,WA,98199,47.65115,-122.38881,Multifamily Housing,,Multifamily MR (5-9),5.2,78,,25.3,25.6,855415,845566,70.7,71.6,,0.2,,0,0,845566,247821,0,,33466,33466,0,,5,Multifamily Housing,33466,,,,,,No Issue,Compliant
27693,5036300690,2019,Multifamily MR (5-9),OVERLOOK AT MAGNOLIA (BLDG I),7,MAGNOLIA / QUEEN ANNE,1973,3430 26TH AVE W,SEATTLE,WA,98199,47.6513,-122.38887,Multifamily Housing,,Multifamily MR (5-9),5,86,,22.2,22.5,813634,803463,62.2,63,,0.1,,0,0,803463,235482,0,,36178,36178,0,,5,Multifamily Housing,36178,,,,,,No Issue,Compliant
27694,5036300750,2019,Multifamily LR (1-4),OVERLOOK AT MAGNOLIA (BLDG J),7,MAGNOLIA / QUEEN ANNE,1974,3500 25TH AVE W,SEATTLE,WA,98199,47.65186,-122.38842,Multifamily Housing,,Multifamily LR (1-4),4.9,78,,26.9,27.1,802090,794497,75.2,75.9,,0.2,,0,0,794497,232854,0,,29588,29588,0,,4,Multifamily Housing,29588,,,,,,No Issue,Compliant
27696,5036300930,2019,Multifamily LR (1-4),OVERLOOK AT MAGNOLIA (BLDG K),7,MAGNOLIA / QUEEN ANNE,1974,3451 24TH AVE W,SEATTLE,WA,98199,47.65185,-122.38782,Multifamily Housing,,Multifamily LR (1-4),4.3,95,,20.2,20.2,698392,698922,56.6,56.5,,0.1,,0,0,698922,204842,0,,34602,34602,0,,4,Multifamily Housing,34602,,,,,,No Issue,Compliant
27699,5036300955,2019,Multifamily LR (1-4),MARINWOOD APTS,7,MAGNOLIA / QUEEN ANNE,1980,3628 24TH PL W,SEATTLE,WA,98199,47.65338,-122.38793,Multifamily Housing,,Multifamily LR (1-4),6.4,77,,26.2,26.5,1047760,1034250,73.3,74.2,,0.2,,0,0,1034251,303122,0,,45057,39514,5543,,4,Multifamily Housing,39514,Parking,5543,,,,No Issue,Compliant
27701,5037800000,2019,Multifamily LR (1-4),MAGNOLIA RIDGE CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1968,2510 W BERTONA ST,SEATTLE,WA,98199,47.65083,-122.38937,Multifamily Housing,,Multifamily LR (1-4),2.3,100,,11.6,11.7,380395,375401,32.4,32.8,,0.1,,0,0,375401,110024,0,,32452,32452,0,,4,Multifamily Housing,32452,,,,,,Account Requires Verification,Not Compliant
27703,6413600295,2019,NonResidential,International Full Gospel Parent Building,5,SHARED: NORTH &amp; NORTHWEST,1961,12345 8TH AVE NE,SEATTLE,WA,98125,47.71846,-122.3216,Worship Facility,,Worship Facility,71.7,,,22.7,23,1757880,1737880,33.9,34.2,,0.9,,1298765,12988,439115,128697,0,,76475,76475,0,,2,Worship Facility,45442,Other - Education,31033,,,,No Issue,Compliant
27704,6413600296,2019,NonResidential,BILLINGS MIDDLE SCHOOL,5,SHARED: NORTH &amp; NORTHWEST,1988,12351 8TH AVE NE,SEATTLE,WA,98125,47.71923,-122.32171,Other - Education,,Other - Education,2.6,,,12.7,12.7,418634,418634,35.6,35.6,,0.1,,0,0,418634,122695,0,,32961,32961,0,,2,Other - Education,32961,,,,,,No Issue,Compliant
27706,6414100160,2019,Multifamily LR (1-4),ROOSEVELT PARK APTS (Used to be PARK VIEW APTS),5,SHARED: NORTH &amp; NORTHWEST,1967,12520 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.72025,-122.31858,Multifamily Housing,,Multifamily LR (1-4),4.2,66,,27.5,27.8,688796,681208,76.9,77.8,,0.2,,0,0,681208,199651,0,,24800,24800,0,,4,Multifamily Housing,24800,,,,,,No Issue,Compliant
27707,6414100161,2019,Multifamily LR (1-4),ROOSEVELT PLACE,5,SHARED: NORTH &amp; NORTHWEST,1986,12527 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.72004,-122.31924,Multifamily Housing,,Multifamily LR (1-4),3.8,89,,24.7,24.8,623433,621697,69.2,69.4,,0.2,,0,0,621697,182209,0,,28470,25144,3326,,3,Multifamily Housing,25144,Parking,3326,,,,No Issue,Compliant
27716,6420800000,2019,Multifamily MR (5-9),OSBORN CONDOMINIUM,1,SOUTHWEST,2006,4125 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56574,-122.38716,Multifamily Housing,,Multifamily MR (5-9),12.3,51,,31.2,31.2,976632,977962,80,80,,0.4,,134443,1344,843519,247221,0,,31299,31299,0,,5,Multifamily Housing,31299,,,,,,No Issue,Compliant
27734,5039100000,2019,Multifamily LR (1-4),MAGNOLIA VIEW CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1969,2562 THORNDYKE AVE W,SEATTLE,WA,98199,47.64273,-122.38414,Multifamily Housing,,Multifamily LR (1-4),3.3,85,,29.6,29.8,536417,532713,82.9,83.4,,0.1,,0,0,532712,156129,0,,24444,24444,0,,4,Multifamily Housing,18000,,,,,,No Issue,Compliant
27736,5041800000,2019,Multifamily LR (1-4),MAGNOLIA VILLAGER CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1978,2858 32ND AVE W,SEATTLE,WA,98199,47.64611,-122.39791,Multifamily Housing,,Multifamily LR (1-4),4.6,36,,26.6,26.8,750934,744376,74.4,75.1,,0.2,,0,0,744376,218164,0,,27997,27997,0,,4,Multifamily Housing,27997,,,,,,No Issue,Compliant
27738,5693501200,2019,Multifamily LR (1-4),ELIZABETH M APTS,6,LAKE UNION,1969,4417 EVANSTON AVE N,SEATTLE,WA,98103,47.66087,-122.35133,Multifamily Housing,,Multifamily LR (1-4),3,95,,22.2,22.3,493916,492475,62.3,62.4,,0.1,,0,0,492475,144336,0,,25268,22151,3117,,3,Multifamily Housing,22151,Parking,3117,,,,No Issue,Compliant
27744,5694000240,2019,Multifamily LR (1-4),FREMONT COURT APTS,6,LAKE UNION,1990,4464 FREMONT AVE N,SEATTLE,WA,98103,47.66133,-122.34973,Multifamily Housing,,Multifamily LR (1-4),5.7,,,30.6,30.4,913566,920146,85.7,85.1,,0.2,,0,0,920146,269679,0,,45111,30055,15056,,4,Multifamily Housing,24826,Parking,15056,Office,5229,,No Issue,Compliant
27759,5694500625,2019,Multifamily LR (1-4),MIRABELLA (WALLINGFORD),4,LAKE UNION,1997,4250 AURORA AVE N,SEATTLE,WA,98103,47.65921,-122.34685,Multifamily Housing,,Multifamily LR (1-4),7.8,86,,26.8,26.6,1262830,1272134,74.9,74.4,,0.2,,0,0,1272134,372841,0,,63317,48118,15199,,4,Multifamily Housing,42448,Parking,15199,Office,5100,,No Issue,Compliant
27760,5694500680,2019,Multifamily LR (1-4),THE MILAN,4,LAKE UNION,1995,4300 AURORA AVE N,SEATTLE,WA,98103,47.66027,-122.34704,Multifamily Housing,,Multifamily LR (1-4),9.4,73,,33.8,34,1539469,1531288,94.7,95.2,,0.2,,0,0,1531288,448795,0,,66300,45271,21029,,4,Multifamily Housing,35641,Parking,21761,Office,9630,,No Issue,Compliant
27774,6431500260,2019,Multifamily LR (1-4),GUINEVERE,6,NORTHWEST,2002,522 N 85TH ST,SEATTLE,WA,98103,47.69079,-122.35157,Multifamily Housing,,Multifamily LR (1-4),19.5,96,,27.6,27.8,3178318,3160592,77.3,77.8,,0.2,,0,0,3160592,926317,0,,183524,114443,69081,,4,Multifamily Housing,114443,Parking,69081,Retail Store,4954,,No Issue,Compliant
27799,6600000120,2019,Campus,THE BUSH SCHOOL - MIDDLE AND LOWER SCHOOL CAMPUS,3,CENTRAL,1950,3400 E HARRISON ST,SEATTLE,WA,98112,47.62291,-122.28879,K-12 School,,K-12 School,148.4,39,,43.6,44.3,4865375,4783306,81.6,82.4,,1.4,,2533496,25335,2249810,659382,0,,109794,109794,0,,1,K-12 School,109794,,,,,,No Issue,Compliant
27815,5707500105,2019,Multifamily MR (5-9),MADISON PLACE,3,SHARED: CENTRAL &amp; EAST,1989,1813 19TH AVE,SEATTLE,WA,98122,47.61792,-122.3078,Multifamily Housing,,Multifamily MR (5-9),5.2,78,,26.6,26.9,853380,844938,74.5,75.2,,0.2,,0,0,844938,247637,0,,38560,31769,6791,,5,Multifamily Housing,31769,,,,,,No Issue,Compliant
27816,5707500120,2019,NonResidential,TEEN CHALLENGE,3,SHARED: CENTRAL &amp; EAST,1911,1808 18TH AVE,SEATTLE,WA,98122,47.61796,-122.30847,Other - Lodging/Residential,,Other - Lodging/Residential,96.5,,,78.3,80.4,2026255,1974069,94.5,96.7,,3.8,,1797054,17971,177015,51880,0,,25200,25200,0,,3,Other - Lodging/Residential,25200,,,,,,No Issue,Compliant
27821,5724500615,2019,NonResidential,QUALITY FOOD CENTER (QFC) SUPERMARKET,5,SHARED: NORTH &amp; NORTHWEST,1996,11100 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.70941,-122.31707,Supermarket/Grocery Store,,Supermarket/Grocery Store,296.9,71,,224.6,224.5,10545741,10549056,444.8,443.8,,6.6,,4938370,49384,5610686,1644398,0,,44755,44755,0,,1,Supermarket/Grocery Store,46978,,,,,,No Issue,Compliant
27825,6003000020,2019,NonResidential,AKER'S VOLKS-PORSCHE REPAIR,3,EAST,1907,1414 BROADWAY,SEATTLE,WA,98122,47.61336,-122.32013,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,"Repair Services (Vehicle, Shoe, Locksmith, etc)",6,,,10.5,10.4,231896,233690,21.7,21.7,,0.3,,96691,967,136999,40152,0,,22320,22320,0,,2,"Repair Services (Vehicle, Shoe, Locksmith, etc)",22320,,,,,,No Issue,Compliant
27828,6003000035,2019,NonResidential,BROADWAY AND E PIKE BUILDING,3,EAST,1912,905 E PIKE ST,SEATTLE,WA,98122,47.6139,-122.32034,Mixed Use Property,,Mixed Use Property,8.5,,,40.9,40.8,979950,980949,110.6,110.6,,0.4,,52397,524,928552,272143,0,,24000,24000,0,,3,Office,12000,Other,6000,Retail Store,6000,,No Issue,Compliant
27829,6003000065,2019,NonResidential,EAST PIKE BUILDING,3,EAST,1920,1205 E PIKE ST,SEATTLE,WA,98122,47.61392,-122.31643,Other - Mall,,Other - Mall,2.9,,,21.9,21.9,465483,465483,61.4,61.4,,0.1,,0,0,465483,136425,0,,21228,21228,0,,2,Other - Mall,21228,,,,,,No Issue,Compliant
27830,6003000070,2019,NonResidential,ELYSIAN BREWING CO & OFFICES,3,EAST,1920,1221 E PIKE ST,SEATTLE,WA,98122,47.61393,-122.31589,Office,,Office,90.7,68,,84.6,84.6,1980906,1980906,111.9,111.9,,3.9,,1671378,16714,309528,90718,0,,23422,23422,0,,3,Office,23422,,,,,,No Issue,Compliant
27833,7234600405,2019,NonResidential,SOUND MENTAL HEALTH,3,EAST,1975,1600 E OLIVE ST,SEATTLE,WA,98122,47.61674,-122.31111,Urgent Care/Clinic/Other Outpatient,,Urgent Care/Clinic/Other Outpatient,26,,,86.6,87.7,3411447,3368050,237.6,240.7,,0.9,,110630,1106,3257420,954695,0,,38879,27551,11328,,2,Urgent Care/Clinic/Other Outpatient,38879,,,,,,No Issue,Compliant
27836,7234600475,2019,Multifamily LR (1-4),THE MARQUIS APARTMENTS,3,EAST,1926,1605 E OLIVE ST,SEATTLE,WA,98122,47.61616,-122.3111,Multifamily Housing,,Multifamily LR (1-4),70.6,93,,39.3,40.2,1611106,1575898,53.4,54.3,,1.8,,1297164,12972,278733,81692,0,,40112,40112,0,,3,Multifamily Housing,40112,,,,,,No Issue,Compliant
27837,7234600490,2019,Multifamily LR (1-4),CASCADIA APARTMENTS,3,EAST,1924,1621 17TH AVE,SEATTLE,WA,98122,47.61598,-122.31034,Multifamily Housing,,Multifamily LR (1-4),23.7,88,,34,34.1,879455,876494,68.6,68.8,,0.9,,390565,3906,485929,142418,0,,25808,25808,0,,3,Multifamily Housing,25808,,,,,,No Issue,Compliant
27838,7234600515,2019,NonResidential,MADISON CROSSING APARTMENTS & STORE,3,EAST,1998,1600 E MADISON ST,SEATTLE,WA,98122,47.61554,-122.31098,Mixed Use Property,,Mixed Use Property,107.9,95,,88.2,89.3,3382670,3341324,161,162.2,,2.8,,1860003,18600,1481320,434150,0,,53034,38409,14625,,5,Multifamily Housing,22486,Supermarket/Grocery Store,15401,Parking,13308,,No Issue,Compliant
27843,7234600545,2019,Multifamily MR (5-9),OLYMPIAN APARTMENTS,3,CENTRAL,1912,1605 E MADISON ST,SEATTLE,WA,98122,47.6149,-122.31104,Multifamily Housing,,Multifamily MR (5-9),54.1,92,,35.8,36.3,1622170,1596600,63.2,64.2,,1.2,,942013,9420,654587,191848,0,,48700,44644,4056,,6,Multifamily Housing,44644,,,,,,No Issue,Compliant
27844,7234600570,2019,Multifamily LR (1-4),THE MADKIN,3,CENTRAL,1904,1625 E MADISON ST,SEATTLE,WA,98122,47.61538,-122.31034,Multifamily Housing,,Multifamily LR (1-4),96.4,45,,76.8,79.1,2020325,1960851,91.9,94.4,,3.8,,1795802,17958,165049,48373,0,,25536,25536,0,,3,Multifamily Housing,25536,,,,,,No Issue,Compliant
27845,7234600600,2019,Multifamily HR (10+),COUNCIL HOUSE,3,CENTRAL,1972,1501 17TH AVE,SEATTLE,WA,98122,47.61455,-122.31043,Multifamily Housing,,Multifamily HR (10+),98.9,,,60.4,61.2,5353902,5281815,140.8,142.9,,1.1,,1412629,14126,3869184,1133993,0,,93021,93021,0,,12,Multifamily Housing,87450,Parking,5571,,,,No Issue,Compliant
27847,7234600635,2019,SPS-District K-12,MINOR SCHOOL (SPS-DISTRICT),3,CENTRAL,1940,1700 E UNION ST,SEATTLE,WA,98122,47.61337,-122.30929,K-12 School,,K-12 School,42.8,89,,33.1,33.8,1926227,1889772,72.4,73.5,,0.8,,664088,6641,1225684,359227,0,,57048,57048,0,,1,K-12 School,57048,,,,,,No Issue,Compliant
27863,7234600855,2019,Multifamily LR (1-4),BARBARA FRIETCHIE,3,CENTRAL,1929,1100 17TH AVE,SEATTLE,WA,98122,47.61175,-122.3098,Multifamily Housing,,Multifamily LR (1-4),62.7,64,,56.6,58.4,1380098,1337561,72.6,74.5,,2.7,,1160026,11600,177535,52033,0,,23616,23616,0,,4,Multifamily Housing,23616,,,,,,No Issue,Compliant
27868,7234601035,2019,Multifamily LR (1-4),PARK ROYAL APARTMENTS,3,CENTRAL,1988,1503 18TH AVE,SEATTLE,WA,98122,47.61433,-122.30921,Multifamily Housing,,Multifamily LR (1-4),3.9,90,,25.6,25.5,634489,636222,71.6,71.4,,0.2,,0,0,636222,186466,0,,28080,24865,3215,,4,Multifamily Housing,24865,Parking,3215,,,,No Issue,Compliant
27869,6003000220,2019,NonResidential,AUTO ACCESSORIES INC,3,EAST,1920,1520 13TH AVE,SEATTLE,WA,98122,47.61481,-122.31536,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,0.7,98,,3.3,3.3,75349,75302,8.8,8.8,,0,,4868,49,70434,20643,0,,23040,23040,0,,2,Non-Refrigerated Warehouse,23040,,,,,,Account Requires Verification,Not Compliant
27870,6003000240,2019,Multifamily LR (1-4),CHESTER APTS & STORES,3,EAST,1910,1323 E PINE ST,SEATTLE,WA,98122,47.6151,-122.31461,Multifamily Housing,,Multifamily LR (1-4),19.3,100,,27.9,28,573829,573053,49.5,49.4,,0.9,,336443,3364,236610,69346,0,,20509,20509,0,,3,Multifamily Housing,17041,Restaurant,3468,,,,Account Requires Verification,Not Compliant
27873,6003000355,2019,Multifamily MR (5-9),THE PACKARD BUILDING,3,EAST,1910,1530 12TH AVE,SEATTLE,WA,98122,47.61492,-122.31654,Multifamily Housing,,Multifamily MR (5-9),96.3,40,,55.1,55.1,3480624,3480624,110.1,110.1,,1.5,,1594194,15942,1886430,552881,0,,74725,62338,12387,,6,Multifamily Housing,63188,Parking,12770,,,,No Issue,Compliant
27874,6003000375,2019,NonResidential,PUBLIC STORAGE (STORE 20172),3,EAST,1958,1515 13TH AVE,SEATTLE,WA,98122,47.61469,-122.31596,Self-Storage Facility,,Self-Storage Facility,4.6,,,12.2,12.2,753974,753974,34.1,34.1,,0.1,,0,0,753974,220977,0,,61880,61880,0,,2,Self-Storage Facility,61880,,,,,,No Issue,Compliant
27880,6003000590,2019,Multifamily MR (5-9),LENAWEE APTS,3,EAST,1940,1629 HARVARD AVE,SEATTLE,WA,98122,47.61621,-122.32241,Multifamily Housing,,Multifamily MR (5-9),141.6,98,,59.9,60.8,3060848,3014739,76.6,77.5,,2.8,,2620337,26203,394402,115593,0,,50356,50356,0,,5,Multifamily Housing,50356,Parking,3120,,,,No Issue,Compliant
27882,6003000605,2019,NonResidential,A E I,3,EAST,1925,900 E PINE ST,SEATTLE,WA,98122,47.61556,-122.32048,Office,,Office,8.1,,,47.3,46.7,1265870,1282971,132.2,130.4,,0.3,,4970,50,1278001,374561,0,,27938,27938,0,,2,Office,13917,Retail Store,13188,,,,No Issue,Compliant
27884,6746700995,2019,Multifamily MR (5-9),HELIX APARTMENTS,4,NORTHEAST,2006,4751 12TH AVE NE,SEATTLE,WA,98105,47.6646,-122.31558,Multifamily Housing,,Multifamily MR (5-9),13.7,,,33.8,34,2239430,2226517,94.7,95.3,,0.3,,0,0,2226517,652555,0,,65826,42189,23637,,6,Multifamily Housing,62699,Parking,23637,Retail Store,3127,,No Issue,Compliant
27885,6746701020,2019,Multifamily MR (5-9),LEE PLAZA,4,NORTHEAST,1991,4746 11TH AVE NE,SEATTLE,WA,98105,47.66459,-122.31601,Multifamily Housing,,Multifamily MR (5-9),58.1,97,,40.6,41,1938173,1919601,77.3,78,,1.2,,984877,9849,934724,273952,0,,64227,47241,16986,,5,Multifamily Housing,40152,Parking,16986,Office,7089,,No Issue,Compliant
27886,6746701067,2019,Multifamily MR (5-9),TRAVIGNE ON ELEVENTH AVE APTS,4,NORTHEAST,2001,4726 11TH AVE NE,SEATTLE,WA,98105,47.66391,-122.31602,Multifamily Housing,,Multifamily MR (5-9),12.1,86,,33.5,33.6,1969415,1968632,93.9,94,,0.2,,0,0,1968633,576973,0,,91916,66195,25721,,6,Multifamily Housing,58683,Parking,12284,,,,No Issue,Compliant
27888,6746701106,2019,Multifamily MR (5-9),SUNRISE CASCADE,4,NORTHEAST,2000,1100 NE 47TH ST,SEATTLE,WA,98105,47.66326,-122.31603,Multifamily Housing,,Multifamily MR (5-9),23.7,100,,37.1,37.4,940474,933750,77.3,77.7,,0.9,,383019,3830,550731,161410,0,,33480,25167,8313,,5,Multifamily Housing,25167,Parking,8313,,,,No Issue,Compliant
27891,6746701575,2019,NonResidential,UNIVERSITY PORSCHE AUDI,4,NORTHEAST,1924,4740 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.66386,-122.31715,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,"Repair Services (Vehicle, Shoe, Locksmith, etc)",69,,,64.6,64.1,2634320,2652634,133,132.6,,3.2,,1122063,11221,1530571,448585,0,,21600,21600,0,,2,"Repair Services (Vehicle, Shoe, Locksmith, etc)",32760,Automobile Dealership,8308,Parking,0,,No Issue,Compliant
27892,6746701655,2019,Nonresidential COS,FIRE STATION 17,4,NORTHEAST,1929,1050 NE 50TH ST,SEATTLE,WA,98105,47.66506,-122.31656,Fire Station,,Fire Station,53,,,78.4,78.3,1715706,1717795,147.3,147.2,,1.9,,903953,9040,813843,238524,0,,27908,27908,0,,3,Fire Station,21918,,,,,,No Issue,Compliant
27901,6600000385,2019,Campus,THE BUSH SCHOOL - UPPER SCHOOL CAMPUS,3,CENTRAL,2000,3400 E HARRISON ST,SEATTLE,WA,98112,47.62291,-122.28879,K-12 School,,K-12 School,57.9,44,,55.4,56.1,1714606,1692731,97.1,97.9,,1.9,,1011841,10118,680890,199558,0,,30562,30562,0,,2,K-12 School,30562,,,,,,No Issue,Compliant
27902,6600280000,2019,Multifamily LR (1-4),PACIFIC PALISADES CONDOMINIUM,4,LAKE UNION,1997,3900 2ND AVE NE,SEATTLE,WA,98105,47.65488,-122.32641,Multifamily Housing,,Multifamily LR (1-4),5.2,32,,38.5,38.5,839457,840422,107.8,107.7,,0.1,,0,0,840422,246314,0,,43422,43422,0,,4,Multifamily Housing,21823,,,,,,No Issue,Compliant
27903,6600770000,2019,NonResidential,PACIFIC RIM CENTER COMMERCIAL,2,DOWNTOWN,2000,900 S JACKSON ST,SEATTLE,WA,98104,47.59951,-122.32033,Retail Store,,Retail Store,47.4,25,,77.2,76.8,4222622,4242398,201.7,200.8,,0.9,,452430,4524,3789968,1110776,0,,54969,54969,0,,3,Retail Store,54969,,,,,,No Issue,Compliant
27922,7234600135,2019,NonResidential,TEMPLE DE HIRSCH,3,CENTRAL,1951,1424 15TH AVE,SEATTLE,WA,98122,47.61395,-122.31253,K-12 School,,K-12 School,33.5,98,,20.3,20.5,1323956,1312242,42.2,42.4,,0.9,,540935,5409,771307,226057,0,,36825,36825,0,,2,K-12 School,44340,Worship Facility,10415,Social/Meeting Hall,4925,,No Issue,Compliant
27924,7234600205,2019,Multifamily LR (1-4),FENTON APTS,3,CENTRAL,1908,1509 E MADISON ST,SEATTLE,WA,98122,47.61446,-122.31216,Multifamily Housing,,Multifamily LR (1-4),6.3,80,,30.2,30.2,944292,944046,84.1,84.1,,0.2,,10161,102,933885,273706,0,,36546,31228,5318,,4,Multifamily Housing,30480,Parking,5318,Fast Food Restaurant,748,,No Issue,Compliant
27926,7234600240,2019,Multifamily MR (5-9),THE PEARL APARTMENTS,3,EAST,2008,1530 15TH AVE,SEATTLE,WA,98122,47.61481,-122.31256,Multifamily Housing,,Multifamily MR (5-9),83.6,83,,44,44,3298955,3305821,92,91.5,,1.1,,1345856,13459,1959965,574433,0,,101530,75050,26480,,7,Multifamily Housing,68492,Parking,26480,Retail Store,6558,,No Issue,Compliant
27928,7234600310,2019,NonResidential,JEWISH FAMILY SERVICE,3,EAST,1958,1601 16TH AVE,SEATTLE,WA,98122,47.61546,-122.31195,Office,,Office,33.5,66,,54.2,54.7,1740223,1724084,125,125.8,,1.3,,486427,4864,1237657,362736,0,,25834,25834,0,,3,Office,31822,,,,,,No Issue,Compliant
