,Unnamed: 0,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,OSE Building Type,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,LargestPropertyUseType OSE GFA for Policy,SecondLargestPropertyUseType OSE GFA for Policy,ThirdLargestPropertyUseType OSE GFA for Policy,Total GFA for Policy,LargestPropertyUseType Percent GFA,SecondLargestPropertyUseType Percent GFA,ThirdLargestPropertyUseType Percent GFA,sq_ft_classification
2623,2656,26676,9528103560,2019,Multifamily LR (1-4),OSWEGO PLACE APTS,16528,560815,0,27770,21000,6770,Multifamily Housing,27770.0,,,,,Multifamily,Multifamily Housing,,,27770.0,0.0,0.0,27770.0,1.0,0.0,0.0,E
2624,2657,26677,9528103580,2019,Multifamily LR (1-4),WEEDIN PLACE AT GREENLAKE APTS,432091,829503,0,52263,35313,16950,Multifamily Housing,52263.0,,,,,Multifamily,Multifamily Housing,,,52263.0,0.0,0.0,52263.0,1.0,0.0,0.0,C
2625,2658,26681,9528103705,2019,NonResidential,RAVENNA OFFICE BUILDING,290236,774232,0,56896,40768,16128,Office,40768.0,Parking,16128.0,,,NonResidential,Office,,,40768.0,16128.0,0.0,56896.0,0.7165354330708661,0.2834645669291338,0.0,C
2626,2659,26691,9528104120,2019,Multifamily LR (1-4),OLMSTED MANOR (SHA),0,1147258,0,31023,31023,0,Multifamily Housing,31023.0,,,,,Multifamily,Multifamily Housing,,,31023.0,0.0,0.0,31023.0,1.0,0.0,0.0,D
2627,2660,26695,9528104205,2019,NonResidential,THE CHURCH IN SEATTLE,0,349734,0,27500,27500,0,Worship Facility,27500.0,,,,,NonResidential,Worship Facility,,,27500.0,0.0,0.0,27500.0,1.0,0.0,0.0,E
2628,2661,26705,5247800780,2019,NonResidential,GREYBAR BUILDING,0,673575,0,36630,36630,0,Office,24420.0,Distribution Center,12210.0,,,NonResidential,Office,Non-Refrigerated Warehouse,,24420.0,12210.0,0.0,36630.0,0.6666666666666666,0.3333333333333333,0.0,D
2629,2662,26706,5247800855,2019,NonResidential,MOSES BUILDING,1085322,969295,0,26830,26830,0,Office,24230.0,Restaurant,2600.0,,,NonResidential,Office,Restaurant,,24230.0,2600.0,0.0,26830.0,0.9030935519940364,0.0969064480059634,0.0,E
2630,2663,26708,5247800875,2019,NonResidential,MOTTMAN BUILDING,0,796343,0,41920,41920,0,Office,27320.0,Other,7800.0,Retail Store,6800.0,NonResidential,Office,Other,Retail Store,27320.0,7800.0,6800.0,41920.0,0.6517175572519084,0.1860687022900763,0.1622137404580152,D
2631,2664,26710,5247800890,2019,NonResidential,MASINS BUILDING - IMPACT HUB,0,0,0,36879,36879,0,Office,38192.0,,,,,NonResidential,Office,,,38192.0,0.0,0.0,38192.0,1.0,0.0,0.0,D
2632,2665,26711,5247800930,2019,NonResidential,ACE HOTEL  (UNION GOSPEL MISSION BUILDING),1040697,963495,0,29820,29820,0,Other - Lodging/Residential,29820.0,,,,,NonResidential,Hotel,,,29820.0,0.0,0.0,29820.0,1.0,0.0,0.0,E
2633,2666,26713,5247800955,2019,Multifamily HR (10+),QUINTESSA APTS,1785475,2756461,0,90959,90959,0,Multifamily Housing,90959.0,,,,,Multifamily,Multifamily Housing,,,90959.0,0.0,0.0,90959.0,1.0,0.0,0.0,B
2634,2667,26716,5247801000,2019,Multifamily HR (10+),FRYE APARTMENTS HUD 221(D)(3),0,3996714,5855260,177364,166471,10893,Multifamily Housing,157625.0,Office,1500.0,Other,875.0,Multifamily,Multifamily Housing,Office,Other,157625.0,1500.0,875.0,160000.0,0.98515625,0.009375,0.00546875,B
2635,2668,26717,5247801060,2019,Multifamily LR (1-4),UNION HOTEL APARTMENTS,1557457,1071418,0,25027,25027,0,Multifamily Housing,43200.0,,,,,Multifamily,Multifamily Housing,,,43200.0,0.0,0.0,43200.0,1.0,0.0,0.0,D
2636,2669,26719,5247801085,2019,NonResidential,FOSTER WHITE GALLERY/SEATTLE FIRE DEPT,0,977413,0,33640,33640,0,Office,27322.0,,,,,NonResidential,Office,,,27322.0,0.0,0.0,27322.0,1.0,0.0,0.0,E
2637,2670,26720,5247801115,2019,NonResidential,SEATTLE LIGHTING FIXTURE COMPANY,0,1482235,0,43484,43484,0,Non-Refrigerated Warehouse,26416.0,Retail Store,9531.0,Office,7537.0,NonResidential,Non-Refrigerated Warehouse,Retail Store,Office,26416.0,9531.0,7537.0,43484.0,0.6074878116088677,0.2191840677030632,0.1733281206880692,D
2638,2671,26722,5247801370,2019,Multifamily MR (5-9),DOWNTOWNER APARTMENTS,9955605,3119259,0,142510,142510,0,Multifamily Housing,150198.0,Non-Refrigerated Warehouse,46080.0,,,Multifamily,Multifamily Housing,Non-Refrigerated Warehouse,,150198.0,46080.0,0.0,196278.0,0.7652309479411855,0.2347690520588145,0.0,B
2639,2672,26723,5247801550,2019,Multifamily HR (10+),IMPERIAL HOUSE,1709433,2714317,0,74327,74327,0,Multifamily Housing,74327.0,,,,,Multifamily,Multifamily Housing,,,74327.0,0.0,0.0,74327.0,1.0,0.0,0.0,C
2640,2673,26724,5247801595,2019,Multifamily LR (1-4),GOVERNOR APARTMENTS,1206281,214292,0,20304,20304,0,Multifamily Housing,10736.0,Retail Store,9568.0,,,Multifamily,Multifamily Housing,Retail Store,,10736.0,9568.0,0.0,20304.0,0.52876280535855,0.47123719464145,0.0,E
2641,2674,26726,5247801615,2019,NonResidential,BUTY BUILDING,394326,1132714,0,22480,22480,0,Office,10800.0,Retail Store,7156.0,Other,5534.0,NonResidential,Office,Retail Store,Other,10800.0,7156.0,5534.0,23490.0,0.4597701149425287,0.3046402724563644,0.2355896126011068,E
2642,2675,26728,5247801635,2019,NonResidential,AMERICAN HOTEL HOSTEL,5439423,1509709,0,33018,33018,0,Hotel,26084.0,Retail Store,6934.0,,,NonResidential,Hotel,Retail Store,,26084.0,6934.0,0.0,33018.0,0.7899933369677146,0.2100066630322854,0.0,D
2643,2676,26729,5247801655,2019,Multifamily MR (5-9),THE PUBLIX APARTMENTS (FMR HISTORIC HOTEL),2823380,4361235,0,39279,39279,0,Multifamily Housing,87179.0,Restaurant,19054.0,Parking,11690.0,Multifamily,Multifamily Housing,Restaurant,,87179.0,19054.0,11690.0,117923.0,0.7392875011660152,0.1615800140769824,0.0991324847570024,B
2644,2677,26730,5247801775,2019,Multifamily LR (1-4),NIKKEI MANOR,1505584,1558432,0,43380,43380,0,Senior Care Community,43380.0,,,,,Multifamily,Senior Living Community,,,43380.0,0.0,0.0,43380.0,1.0,0.0,0.0,D
2645,2678,26731,5247801801,2019,NonResidential,CATHAY BANK,149684,886973,0,26510,26510,0,Office,30800.0,,,,,NonResidential,Office,,,30800.0,0.0,0.0,30800.0,1.0,0.0,0.0,D
2646,2679,26737,4114601380,2019,Multifamily LR (1-4),AVANA ON THE LAKE,145493,2221110,0,72566,72566,0,Multifamily Housing,72566.0,Parking,0.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,72566.0,0.0,0.0,72566.0,1.0,0.0,0.0,C
2647,2680,26738,4114601420,2019,Multifamily LR (1-4),TRINITY SHORES APTS,0,702531,0,25966,25966,0,Multifamily Housing,25966.0,,,,,Multifamily,Multifamily Housing,,,25966.0,0.0,0.0,25966.0,1.0,0.0,0.0,E
2648,2681,26739,4134350000,2019,Multifamily MR (5-9),LAKEHURST CONDOMINIUM,0,821848,0,33456,33456,0,Multifamily Housing,20058.0,Parking,13398.0,,,Multifamily,Multifamily Housing,,,20058.0,13398.0,0.0,33456.0,0.5995337159253945,0.4004662840746054,0.0,D
2649,2682,26740,4141700000,2019,Multifamily LR (1-4),LAKESHORE WEST CONDOMINIUM,0,1845921,0,63336,63336,0,Multifamily Housing,63336.0,,,,,Multifamily,Multifamily Housing,,,63336.0,0.0,0.0,63336.0,1.0,0.0,0.0,C
2650,2683,26741,4141940000,2019,Multifamily LR (1-4),LAKESIDE AT LESCHI RESIDENTIAL CONDOMINIUM,87773,1381734,0,63236,57278,5958,Multifamily Housing,63236.0,,,,,Multifamily,Multifamily Housing,,,63236.0,0.0,0.0,63236.0,1.0,0.0,0.0,C
2651,2684,26742,4142300000,2019,Multifamily LR (1-4),LAKESIDE NORTH CONDOMINIUM,0,1135204,0,44202,44202,0,Multifamily Housing,44202.0,Parking,1950.0,,,Multifamily,Multifamily Housing,,,44202.0,1950.0,0.0,46152.0,0.9577483099323972,0.0422516900676027,0.0,D
2652,2685,26743,4143000000,2019,Multifamily MR (5-9),LAKESIDE WEST CONDOMINIUM,7124935,1308683,0,80539,80539,0,Multifamily Housing,75237.0,Parking,26100.0,,,Multifamily,Multifamily Housing,,,75237.0,26100.0,0.0,101337.0,0.7424435300038486,0.2575564699961514,0.0,B
2653,2686,26745,4147400000,2019,Multifamily LR (1-4),LAKEVIEW LANAI CONDOMINIUM,1436923,447607,0,45067,45067,0,Multifamily Housing,45067.0,,,,,Multifamily,Multifamily Housing,,,45067.0,0.0,0.0,45067.0,1.0,0.0,0.0,D
2654,2687,26746,4148500000,2019,Multifamily LR (1-4),LAKEVIEW NORTH CONDOMINIUM,0,555420,0,21990,21990,0,Multifamily Housing,21990.0,Parking,9000.0,,,Multifamily,Multifamily Housing,,,21990.0,9000.0,0.0,30990.0,0.7095837366892546,0.2904162633107454,0.0,D
2655,2688,26748,4152330000,2019,Multifamily LR (1-4),LAKEWEST Condos - Flats,0,1686320,0,90372,90372,0,Multifamily Housing,78222.0,Parking,12150.0,,,Multifamily,Multifamily Housing,,,78222.0,12150.0,0.0,90372.0,0.8655557030938786,0.1344442969061213,0.0,B
2656,2689,26750,4176500000,2019,Multifamily HR (10+),LAMPLIGHTER THE CONDOMINIUM,1246950,1694235,0,67813,67813,0,Multifamily Housing,67813.0,Parking,14924.0,,,Multifamily,Multifamily Housing,,,67813.0,14924.0,0.0,82737.0,0.8196212093742824,0.1803787906257176,0.0,C
2657,2690,26751,4180180000,2019,Multifamily LR (1-4),LANDINGS LAKE UNION CONDOMINIUM,388949,693792,0,38270,38270,0,Multifamily Housing,27163.0,Office,7490.0,,,Multifamily,Multifamily Housing,Office,,27163.0,7490.0,0.0,34653.0,0.7838570975095951,0.2161429024904048,0.0,D
2658,2691,26756,4193800000,2019,Multifamily MR (5-9),THE LASALLE,2541582,3484993,0,132150,132150,0,Multifamily Housing,35415.0,Other - Restaurant/Bar,9276.0,Social/Meeting Hall,7216.0,Multifamily,Multifamily Housing,Restaurant,Entertainment/Public Assembly,35415.0,9276.0,7216.0,51907.0,0.6822779201263799,0.1787042210106536,0.1390178588629664,C
2659,2692,26759,4206900410,2019,NonResidential,DUNN LUMBER,4578,877276,0,40028,40028,0,Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,Office,6200.0,NonResidential,Non-Refrigerated Warehouse,Retail Store,Office,33222.0,10208.0,6200.0,49630.0,0.6693935119887165,0.2056820471489018,0.1249244408623816,D
2660,2693,26761,4206900485,2019,NonResidential,NORTH LAKE OFFICE BUILDING,0,2444699,0,44510,26282,18228,Office,26282.0,Parking,18228.0,,,NonResidential,Office,,,26282.0,18228.0,0.0,44510.0,0.5904740507751067,0.4095259492248932,0.0,D
2661,2694,26773,8820901145,2019,NonResidential,LAKE CITY PRESBYTERIAN CHURCH,360468,363355,0,21624,21624,0,Worship Facility,21624.0,,,,,NonResidential,Worship Facility,,,21624.0,0.0,0.0,21624.0,1.0,0.0,0.0,E
2662,2695,26789,8822900550,2019,Multifamily MR (5-9),VILLA APPIA APARTMENTS,40646,1554185,0,81608,57731,23877,Multifamily Housing,57731.0,Parking,23877.0,,,Multifamily,Multifamily Housing,,,57731.0,23877.0,0.0,81608.0,0.7074183903538869,0.2925816096461131,0.0,C
2663,2696,26807,9528104815,2019,Multifamily LR (1-4),RIVENDELL APTS,0,440550,0,21841,21841,0,Multifamily Housing,21608.0,Office,600.0,,,Multifamily,Multifamily Housing,Office,,21608.0,600.0,0.0,22208.0,0.9729827089337176,0.0270172910662824,0.0,E
2664,2697,26808,9528104870,2019,SPS-District K-12,GREENLAKE SCHOOL (SPS-DISTRICT),1277930,984309,0,42239,42239,0,K-12 School,50612.0,,,,,Campus,K-12 School,,,50612.0,0.0,0.0,50612.0,1.0,0.0,0.0,C
2665,2698,26820,9550202100,2019,Multifamily LR (1-4),KEYSTONE PLACE APTS,0,842533,0,21880,21880,0,Multifamily Housing,16567.0,Supermarket/Grocery Store,3844.0,Medical Office,1469.0,Multifamily,Multifamily Housing,Supermarket/Grocery Store,Office,16567.0,3844.0,1469.0,21880.0,0.7571755027422303,0.1756855575868373,0.0671389396709323,E
2666,2699,26821,9550202395,2019,SPS-District K-12,MCDONALD (SPS-DISTRICT),531645,753152,0,51360,51360,0,K-12 School,51026.0,,,,,Campus,K-12 School,,,51026.0,0.0,0.0,51026.0,1.0,0.0,0.0,C
2667,2700,26825,9552200165,2019,Multifamily LR (1-4),LESCHI HEIGHTS,0,625755,0,24621,24621,0,Multifamily Housing,24621.0,,,,,Multifamily,Multifamily Housing,,,24621.0,0.0,0.0,24621.0,1.0,0.0,0.0,E
2668,2701,26829,9820700090,2019,Multifamily MR (5-9),ASCONA APTS,560040,747893,0,40420,40420,0,Multifamily Housing,40420.0,,,,,Multifamily,Multifamily Housing,,,40420.0,0.0,0.0,40420.0,1.0,0.0,0.0,D
2669,2702,26832,5247801865,2019,Multifamily MR (5-9),INTERNATIONAL HOUSE,810387,3097389,0,75477,75477,0,Multifamily Housing,75477.0,,,,,Multifamily,Multifamily Housing,,,75477.0,0.0,0.0,75477.0,1.0,0.0,0.0,C
2670,2703,26833,5247801875,2019,NonResidential,SIXTH & KING ASSOCIATES,566593,807661,0,21600,21600,0,Office,11600.0,Restaurant,10000.0,,,NonResidential,Office,Restaurant,,11600.0,10000.0,0.0,21600.0,0.5370370370370371,0.4629629629629629,0.0,E
2671,2704,26834,5247801900,2019,NonResidential,SOO YUEN ASSOCIATION BUILDING (OHIO APTS.),365524,423034,0,20620,20620,0,Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,NonResidential,Multifamily Housing,Retail Store,Entertainment/Public Assembly,10060.0,5280.0,5280.0,20620.0,0.4878758486905916,0.2560620756547042,0.2560620756547042,E
2672,2705,26835,5247801910,2019,Multifamily LR (1-4),FREEDMAN APARTMENTS,0,1367577,0,36000,36000,0,Multifamily Housing,28800.0,Restaurant,7200.0,,,Multifamily,Multifamily Housing,Restaurant,,28800.0,7200.0,0.0,36000.0,0.8,0.2,0.0,D
2673,2706,26837,5247801920,2019,Multifamily MR (5-9),ALPS HOTEL APARTMENTS,746917,1362421,0,47607,35170,12437,Multifamily Housing,35000.0,Parking,6000.0,Retail Store,6000.0,Multifamily,Multifamily Housing,,Retail Store,35000.0,6000.0,6000.0,47000.0,0.7446808510638298,0.1276595744680851,0.1276595744680851,D
2674,2707,26838,5247801965,2019,NonResidential,PANAMA HOTEL,945422,173308,0,40552,40552,0,Hotel,40552.0,,,,,NonResidential,Hotel,,,40552.0,0.0,0.0,40552.0,1.0,0.0,0.0,D
2675,2708,26839,5247801970,2019,Multifamily MR (5-9),N P HOTEL & MANEKI RESTAURANT,2701005,888610,0,34848,34848,0,Multifamily Housing,37416.0,Restaurant,3172.0,Office,946.0,Multifamily,Multifamily Housing,Restaurant,Office,37416.0,3172.0,946.0,41534.0,0.9008523137670342,0.0763711657918813,0.0227765204410844,D
2676,2709,26841,5247801985,2019,Multifamily LR (1-4),FAR EAST BUILDING APTS,0,584509,0,27494,27494,0,Multifamily Housing,18186.0,Retail Store,9308.0,,,Multifamily,Multifamily Housing,Retail Store,,18186.0,9308.0,0.0,27494.0,0.6614534080162945,0.3385465919837055,0.0,E
2677,2710,26842,5247801990,2019,Multifamily LR (1-4),INTERNATIONAL APTS-53 UNITS,0,724827,0,23200,23200,0,Multifamily Housing,23200.0,,,,,Multifamily,Multifamily Housing,,,23200.0,0.0,0.0,23200.0,1.0,0.0,0.0,E
2678,2711,26843,5247802005,2019,Multifamily MR (5-9),METROPOLITAN PARK APARTMENTS,384219,1935307,0,97737,58015,39722,Multifamily Housing,97737.0,,,,,Multifamily,Multifamily Housing,,,97737.0,0.0,0.0,97737.0,1.0,0.0,0.0,B
2679,2712,26844,5247802015,2019,Multifamily HR (10+),INTERNATIONAL TERRACE,1038029,2525273,0,76094,76094,0,Multifamily Housing,75565.0,,,,,Multifamily,Multifamily Housing,,,75565.0,0.0,0.0,75565.0,1.0,0.0,0.0,C
2680,2713,26845,5247802050,2019,Multifamily LR (1-4),100 on 6th,0,783969,0,27600,27600,0,Multifamily Housing,18799.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,18799.0,0.0,0.0,18799.0,1.0,0.0,0.0,F
2681,2714,26846,5247802065,2019,Multifamily MR (5-9),WASHINGTON TERRACE APTS,1495128,3125402,0,134974,107312,27662,Multifamily Housing,134974.0,,,,,Multifamily,Multifamily Housing,,,134974.0,0.0,0.0,134974.0,1.0,0.0,0.0,B
2682,2715,26847,5247802080,2019,NonResidential,NIPPON KAN/KOBE PARK BUILDING,215949,1434167,0,31432,31432,0,Office,29454.0,,,,,NonResidential,Office,,,29454.0,0.0,0.0,29454.0,1.0,0.0,0.0,E
2683,2716,26848,5247802245,2019,Multifamily MR (5-9),NIHONMACHI TERRACE APTS,2653279,1130278,0,67590,49020,18570,Multifamily Housing,75830.0,Office,2500.0,,,Multifamily,Multifamily Housing,Office,,75830.0,2500.0,0.0,78330.0,0.9680837482446062,0.0319162517553938,0.0,C
2684,2717,26849,5247802260,2019,NonResidential,C & T BLDG,490420,503479,0,24550,24550,0,Retail Store,13500.0,Office,11050.0,,,NonResidential,Retail Store,Office,,13500.0,11050.0,0.0,24550.0,0.5498981670061099,0.45010183299389,0.0,E
2685,2718,26850,5247802295,2019,Multifamily LR (1-4),EVERGREEN HOTEL BUILDING,375890,364805,0,24171,24171,0,Multifamily Housing,14400.0,Retail Store,7200.0,,,Multifamily,Multifamily Housing,Retail Store,,14400.0,7200.0,0.0,21600.0,0.6666666666666666,0.3333333333333333,0.0,E
2686,2719,26852,5247802315,2019,Multifamily LR (1-4),ATLAS BUILDING,5771866,1687256,0,46560,46560,0,Multifamily Housing,24380.0,Retail Store,3000.0,Restaurant,2000.0,Multifamily,Multifamily Housing,Retail Store,Restaurant,24380.0,3000.0,2000.0,29380.0,0.8298162014976175,0.1021102791014295,0.068073519400953,E
2687,2720,26855,5247802345,2019,Multifamily LR (1-4),REX APTS & TAI TUNG'S,310983,673148,0,34560,34560,0,Multifamily Housing,27920.0,Retail Store,7000.0,,,Multifamily,Multifamily Housing,Retail Store,,27920.0,7000.0,0.0,34920.0,0.7995418098510882,0.2004581901489118,0.0,D
2688,2721,26857,6021503395,2019,Multifamily LR (1-4),LOYAL HEIGHTS MANOR,0,1126650,0,57770,34200,23570,Multifamily Housing,34200.0,,,,,Multifamily,Multifamily Housing,,,34200.0,0.0,0.0,34200.0,1.0,0.0,0.0,D
2689,2722,26862,4206900675,2019,Multifamily LR (1-4),THE PACIFIC,222313,380666,0,23341,20590,2751,Multifamily Housing,23341.0,,,,,Multifamily,Multifamily Housing,,,23341.0,0.0,0.0,23341.0,1.0,0.0,0.0,E
2690,2723,26870,4206901020,2019,SPS-District K-12,JOHN STANFORD INT'L (LATONA)  ELEMENTARY (SPS-DISTRICT),1097033,1557881,0,61052,61052,0,K-12 School,61052.0,,,,,Campus,K-12 School,,,61052.0,0.0,0.0,61052.0,1.0,0.0,0.0,C
2691,2724,26880,4216900000,2019,Multifamily LR (1-4),LAURELCREST RESIDENTIAL PARK CONDOMINIUM,0,2355364,0,65042,65042,0,Multifamily Housing,65042.0,,,,,Multifamily,Multifamily Housing,,,65042.0,0.0,0.0,65042.0,1.0,0.0,0.0,C
2692,2725,26881,4217900000,2019,Multifamily MR (5-9),LAURELHURST CONDOMINIUM,851301,1934114,0,143960,115168,28792,Multifamily Housing,99564.0,Parking,34610.0,,,Multifamily,Multifamily Housing,,,99564.0,34610.0,0.0,134174.0,0.7420513661365093,0.2579486338634907,0.0,B
2693,2726,26883,4226900030,2019,NonResidential,WASHINGTON HALL,888739,312655,0,25864,25864,0,Social/Meeting Hall,13364.0,Office,8420.0,,,NonResidential,Entertainment/Public Assembly,Office,,13364.0,8420.0,0.0,21784.0,0.6134777818582445,0.3865222181417554,0.0,E
2694,2727,27105,6096500085,2019,Multifamily LR (1-4),CROSSPOINTE VISTA,0,1279573,0,65689,47081,18608,Multifamily Housing,65689.0,,,,,Multifamily,Multifamily Housing,,,65689.0,0.0,0.0,65689.0,1.0,0.0,0.0,C
2695,2728,26898,8823902055,2019,Multifamily LR (1-4),THE BARCLAY,0,688153,0,36300,36300,0,Multifamily Housing,36300.0,,,,,Multifamily,Multifamily Housing,,,36300.0,0.0,0.0,36300.0,1.0,0.0,0.0,D
2696,2729,26902,8823902370,2019,Multifamily LR (1-4),ALPHA CHI OMEGA SORORITY,1076491,326511,0,20008,20008,0,College/University,20008.0,,,,,Multifamily,College/University,,,20008.0,0.0,0.0,20008.0,1.0,0.0,0.0,E
2697,2730,26905,8823902405,2019,NonResidential,KAPPA ALPHA THETA SORORITY,919322,434543,0,20686,20686,0,Other - Lodging/Residential,20686.0,,,,,NonResidential,Hotel,,,20686.0,0.0,0.0,20686.0,1.0,0.0,0.0,E
2698,2731,26906,8823902415,2019,NonResidential,PHI GAMMA DELTA FRATERNITY,0,661594,0,22124,22124,0,Residence Hall/Dormitory,22124.0,,,,,NonResidential,Residence Hall/Dormitory,,,22124.0,0.0,0.0,22124.0,1.0,0.0,0.0,E
2699,2732,26909,8823902515,2019,NonResidential,CHI OMEGA SORORITY,1506071,379121,0,27487,27487,0,Residence Hall/Dormitory,27487.0,,,,,NonResidential,Residence Hall/Dormitory,,,27487.0,0.0,0.0,27487.0,1.0,0.0,0.0,E
2700,2733,26911,8823902585,2019,NonResidential,SIGMA CHI FRATERNITY,853765,762377,0,23616,23616,0,Residence Hall/Dormitory,23616.0,,,,,NonResidential,Residence Hall/Dormitory,,,23616.0,0.0,0.0,23616.0,1.0,0.0,0.0,E
2701,2734,26919,8823902740,2019,Multifamily LR (1-4),LAMBDA CHI ALPHA FRATERNITY,1099534,362117,0,20629,20629,0,Multifamily Housing,20629.0,,,,,Multifamily,Multifamily Housing,,,20629.0,0.0,0.0,20629.0,1.0,0.0,0.0,E
2702,2735,26922,8823902795,2019,Multifamily LR (1-4),UPSTAIRS DOWNSTAIRS APARTMENTS,0,710406,0,33448,33448,0,Multifamily Housing,35000.0,,,,,Multifamily,Multifamily Housing,,,35000.0,0.0,0.0,35000.0,1.0,0.0,0.0,D
2703,2736,26924,9821700009,2019,Nonresidential COS,YESLER COMMUNITY CENTER,2546213,864975,0,29508,22388,7120,Other - Recreation,22347.0,Parking,6569.0,,,NonResidential,Entertainment/Public Assembly,,,22347.0,6569.0,0.0,28916.0,0.77282473371144,0.2271752662885599,0.0,E
2704,2737,26933,9826700795,2019,Nonresidential COS,YESLER NEIGHBORHOOD FACILITY,2228061,525218,0,20992,20992,0,Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,NonResidential,Entertainment/Public Assembly,Entertainment/Public Assembly,Other,24600.0,4625.0,1665.0,30890.0,0.7963742311427646,0.1497248300420848,0.0539009388151505,D
2705,2738,26939,9826701245,2019,NonResidential,FIRST PLACE,715120,440966,0,22344,22344,0,K-12 School,22344.0,,,,,NonResidential,K-12 School,,,22344.0,0.0,0.0,22344.0,1.0,0.0,0.0,E
2706,2739,26940,9826701275,2019,Multifamily LR (1-4),SPRUCE PARK APARTMENTS,585081,0,0,24980,24980,0,Multifamily Housing,24980.0,,,,,Multifamily,Multifamily Housing,,,24980.0,0.0,0.0,24980.0,1.0,0.0,0.0,E
2707,2740,26948,9828702360,2019,Multifamily LR (1-4),28 UNIT APARTMENT,0,675278,0,24415,24415,0,Multifamily Housing,24415.0,,,,,Multifamily,Multifamily Housing,,,24415.0,0.0,0.0,24415.0,1.0,0.0,0.0,E
2708,2741,26951,9828702540,2019,Multifamily LR (1-4),MADISON VISTA APTS,433437,541687,0,31300,31300,0,Multifamily Housing,31300.0,,,,,Multifamily,Multifamily Housing,,,31300.0,0.0,0.0,31300.0,1.0,0.0,0.0,D
2709,2742,26956,9831200125,2019,NonResidential,Cornish (Kerry Hall),2017809,498078,0,31900,31900,0,College/University,26000.0,,,,,NonResidential,College/University,,,26000.0,0.0,0.0,26000.0,1.0,0.0,0.0,E
2710,2743,28030,7376600720,2019,NonResidential,SUNNY ARMS COOP,839113,327471,0,36000,36000,0,Other,36000.0,,,,,NonResidential,Other,,,36000.0,0.0,0.0,36000.0,1.0,0.0,0.0,D
2711,2744,26961,6021504080,2019,Nonresidential COS,LOYAL HEIGHTS COMMUNITY CENTER,1024489,612952,0,29417,29417,0,Other - Recreation,29732.0,,,,,NonResidential,Entertainment/Public Assembly,,,29732.0,0.0,0.0,29732.0,1.0,0.0,0.0,E
2712,2745,50130,1972202710,2019,NonResidential,744 N 34TH ST,681533,7144796,0,202081,123332,78749,Office,108777.0,Parking,78749.0,Retail Store,14555.0,NonResidential,Office,,Retail Store,108777.0,78749.0,14555.0,202081.0,0.5382841533840391,0.3896902727124272,0.0720255739035337,B
2713,2746,26973,6054550000,2019,NonResidential,NEW CENTRAL HOTEL CONDOMINIUM,3025885,1309898,0,49299,49299,0,Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,NonResidential,Office,Multifamily Housing,Restaurant,24099.0,23632.0,5320.0,53051.0,0.4542609941377165,0.445458144050065,0.1002808618122184,C
2714,2747,26979,6056100600,2019,Multifamily LR (1-4),MCBRIDE COURT,0,987495,0,58035,42848,15187,Multifamily Housing,42908.0,Parking,15089.0,,,Multifamily,Multifamily Housing,,,42908.0,15089.0,0.0,57997.0,0.7398313705881339,0.2601686294118661,0.0,C
2715,2748,26980,6056100610,2019,Multifamily LR (1-4),SNOQUALMIE PLACE,0,1301299,0,54300,43745,10555,Multifamily Housing,41057.0,Parking,10555.0,Social/Meeting Hall,2688.0,Multifamily,Multifamily Housing,,Entertainment/Public Assembly,41057.0,10555.0,2688.0,54300.0,0.7561141804788214,0.1943830570902394,0.0495027624309392,C
2716,2749,26984,6065010000,2019,Multifamily HR (10+),NEWMARK TOWER CONDOMINIUM (MULTIFAMILY PORTION),0,5684051,0,220018,174428,45590,Multifamily Housing,238446.0,Parking,45590.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,238446.0,45590.0,0.0,284036.0,0.8394921770479798,0.1605078229520201,0.0,A
2717,2750,26986,6087100195,2019,NonResidential,ADMIRAL METROPOLITAN MARKET,7340317,6177900,0,31841,31841,0,Supermarket/Grocery Store,30899.0,Office,942.0,,,NonResidential,Supermarket/Grocery Store,Office,,30899.0,942.0,0.0,31841.0,0.9704155020256902,0.0295844979743098,0.0,D
2718,2751,26989,6087100540,2019,Multifamily LR (1-4),ADMIRAL HEIGHTS,1324416,2317839,0,76699,57566,19133,Senior Care Community,57566.0,Parking,0.0,,,Multifamily,Senior Living Community,,,57566.0,0.0,0.0,57566.0,1.0,0.0,0.0,C
2719,2752,26993,4232400480,2019,Multifamily LR (1-4),RAGLEY APARTMENTS,1180918,158538,0,20064,20064,0,Multifamily Housing,20064.0,,,,,Multifamily,Multifamily Housing,,,20064.0,0.0,0.0,20064.0,1.0,0.0,0.0,E
